"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"15","201029336711458","Visa","There<U+2019>s no massage quite like a Thai massage. Now when you travel to Thailand with your Visa Card, you can enjoy exclusive privileges* at leading spas across the nation.

Book your tickets to Thailand today!

http://vi.sa/ThailandVisaOffer","2016-03-22T11:55:34+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/624715431009511/?type=3","201029336711458_624715431009511",38490,162,156
"16","201029336711458","Visa","Quintessential, delightful & flavourful. Experience the taste of world-class restaurants of Thailand with your Visa Card for special offers* to satisfy your taste buds.

Book your tickets to Thailand today!

http://vi.sa/ThailandVisaOffer","2016-03-22T11:54:52+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/624715311009523/?type=3","201029336711458_624715311009523",12749,26,35
"17","201029336711458","Visa","Lighten up your home for longer now. Pay your electricity bill on FreeCharge with your Visa Card and get 10%* cashback. Use the coupon code: VISA50
Recharge now: bit.ly/FreeChargeVisa

ICICI Bank State Bank of India Axis Bank HDFC Bank","2016-03-15T11:58:41+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/620791371401917/?type=3","201029336711458_620791371401917",123709,354,220
"18","201029336711458","Visa","Enjoy non-stop streaming of music from your favourite artists. Recharge your phone using your Visa Card on FreeCharge and get 10%* cashback. Use the coupon code: VISA50
Recharge now: bit.ly/FreeChargeVisa

HDFC Bank State Bank of India ICICI Bank Axis Bank","2016-03-15T11:56:56+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/620790138068707/?type=3","201029336711458_620790138068707",131304,390,85
"19","201029336711458","Visa","Enjoy every minute of the game. FreeCharge your DTH using your Visa Card and get 10%* cashback. Use coupon code: VISA50 
Recharge now: bit.ly/FreeChargeVisa
HDFC Bank, State Bank of India, ICICI Bank, Axis Bank","2016-03-15T11:54:31+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/620788044735583/?type=3","201029336711458_620788044735583",93331,328,88
"20","201029336711458","Visa","Conversations should not stop. FreeCharge your phone using your Visa Card and get 10%* cashback. Use coupon code: VISA50. Recharge now: bit.ly/FreeChargeVisa
ICICI Bank, HDFC Bank, State Bank of India, Axis Bank","2016-03-15T11:51:50+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/620723258075395/?type=3","201029336711458_620723258075395",484988,1376,936
"21","201029336711458","Visa","Paying exact change for taxi rides is now easy! Move over wallets, pay with mVisa and ride faster. #ScanPayGo
Link your Visa Debit Card to pay with mVisa Available on ICICI Bank  Pockets  & Axis Bank mobile banking app. 
Know more: vi.sa/mVisa","2016-02-05T13:31:12+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/604533236361064/?type=3","201029336711458_604533236361064",26718,89,261
"22","201029336711458","Visa","It<U+2019>s the last day of #mVisaKhauGully, have you been part of excitement yet?
If not, drop by at Manyata Tech Park, Bengaluru today with mVisa ready on your phone.
ICICI Bank Axis Bank","2016-02-05T07:18:03+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/604425616371826/?type=3","201029336711458_604425616371826",82,6,3
"23","201029336711458","Visa","Why wait for the weekend to enjoy delicious food. #mVisaKhauGully brings to you authentic street food from Bengaluru at Manyata Tech Park. Do drop by!
ICICI Bank Axis Bank","2016-02-04T10:24:31+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/604104119737309/?type=3","201029336711458_604104119737309",72,1,0
"24","201029336711458","Visa","Don<U+2019>t let mundane days at work bring you down. Add a flavourful twist to your day with #mVisaKhauGully at Manyata Tech Park, Bengaluru.","2016-02-04T08:17:12+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/604077543073300/?type=3","201029336711458_604077543073300",54,2,0
"25","201029336711458","Visa","Here<U+2019>s what Mr. Gurnani has to say about his #ScanPayGo experience with mVisa at #mVisaKhauGully, Bengaluru today! Have you had your #ScanPayGo experience yet?","2016-02-04T07:10:27+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/604061059741615/?type=3","201029336711458_604061059741615",38,2,1
"26","201029336711458","Visa","Where<U+2019>s the food, you ask. On wheels, we say!
Try these delicacies & pay for it through your phone with mVisa. Visit #mVisaKhauGully today!","2016-02-03T09:44:37+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/603733276441060/?type=3","201029336711458_603733276441060",40,1,0
"27","201029336711458","Visa","Selfies are always in trend! Visit Manyata Tech Park for #mVisaKhauGully, take selfie, share it with us & stand a chance to win* movie tickets. Participate now!","2016-02-03T09:16:17+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/603728906441497/?type=3","201029336711458_603728906441497",40,2,1
"28","201029336711458","Visa","#mVisaKhauGully has opened its windows to a new way of payment. Visit Manyata Tech Park, #Bengaluru to witness 3 days of craziness while paying with mVisa.","2016-02-03T09:01:26+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/603723549775366/?type=3","201029336711458_603723549775366",4520,14,66
"29","201029336711458","Visa","#mVisaKhauGully Contest Terms & Conditions","2016-02-03T07:16:07+0000","status",NA,"201029336711458_603700969777624",45,1,0
"30","201029336711458","Visa","Get ready to treat your taste buds with the smart new way to pay. With mVisa there<U+2019>s no need to carry cash and it's bringing lip smacking delicacies to Bangaluru. Download the mVisa app today and keep watching this space to know more. #mVisaKhauGully","2016-02-01T06:30:00+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/603478773133177/?type=3","201029336711458_603479066466481",49,1,1
"31","201029336711458","Visa","Effortless grocery shopping with mVisa! Now pay without wallet for your everyday needs.#ScanPayGo. Available on ICICI Bank  Pockets app & Axis Bank mobile banking app.
Link your Visa Debit Card to pay with mVisa. Know more: vi.sa/mVisa","2016-01-20T06:30:00+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/598660583614996/?type=3","201029336711458_598661070281614",28162,91,157
"32","201029336711458","Visa",NA,"2016-01-19T07:36:52+0000","photo","https://www.facebook.com/VisaIND/photos/a.201029560044769.1073741827.201029336711458/597926033688451/?type=3","201029336711458_597926070355114",127,7,4
"33","201029336711458","Visa","Buying coffee is hassle-free with mVisa! Your hangouts now come with wallet-free payments. #ScanPayGo
Available on ICICI Bank Pockets app & Axis Bank mobile banking app. 
Link your Visa Debit Card to pay with mVisa. Know more: vi.sa/mVisa","2016-01-13T14:22:54+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/595790657235322/?type=3","201029336711458_595790657235322",48795,201,341
"34","201029336711458","Visa","Use your Visa Card and experience impossible deals & amazing discounts* at the Dubai Shopping Festival. So book your tickets to Dubai today.
vi.sa/DSF
ICICI Bank, Axis Bank, HDFC Bank, State Bank of India","2015-12-30T12:34:17+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/590580051089716/?type=3","201029336711458_590580051089716",25419,77,204
"35","201029336711458","Visa","Book your tickets to Dubai and get impossible deals & amazing discounts* at the Dubai Shopping Festival only on your Visa Card.
vi.sa/DSF
Axis Bank, HDFC Bank, ICICI Bank, State Bank of India","2015-12-30T12:30:48+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/590579287756459/?type=3","201029336711458_590579287756459",102,5,1
"36","201029336711458","Visa","Use your Visa Card and experience amazing discounts and awesome deals* at the Dubai Shopping Festival. So book your tickets to Dubai today.
vi.sa/DSF
Axis Bank, ICICI Bank, State Bank of India, HDFC Bank","2015-12-28T10:31:44+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/589818201165901/?type=3","201029336711458_589818201165901",49200,139,461
"37","201029336711458","Visa","Book your tickets to Dubai and get amazing discounts and awesome deals* at the 'Dubai Shopping Festival' only on your Visa Card.
Get yourself registered now: vi.sa/DSF
Axis Bank State Bank of India ICICI Bank HDFC Bank","2015-12-23T12:43:33+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/587474594733595/?type=3","201029336711458_587474594733595",103167,254,653
"38","201029336711458","Visa","Check out how to conquer your fears and #PayWithConfidence with your Visa Debit Card.","2015-12-07T10:20:02+0000","video","https://www.youtube.com/watch?v=kRQP88DfM9A&feature=youtu.be","201029336711458_581843345296720",64,3,1
"39","201029336711458","Visa","Explore London like never before. Shop for only-in-London souvenirs with your Visa Card and get amazing discounts! Offers valid until 30 September 2016. vi.sa/London","2015-12-02T13:26:28+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/580348292112892/?type=3","201029336711458_580348292112892",148,7,12
"40","201029336711458","Visa","Coffee tastes better without hassles. Pay for your
 coffee with mVisa. Visit vi.sa/mVisa to know more about mVisa.
#ScanPayGo","2015-11-27T06:30:00+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/579682825512772/?type=3","201029336711458_580347995446255",74,6,3
"41","201029336711458","Visa","No Change? No Problem. Pay your taxi fare with
mVisa . Visit vi.sa/mVisa to know more about mVisa.
#ScanPayGo","2015-11-25T14:07:08+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/578290652318656/?type=3","201029336711458_578290652318656",65,3,4
"42","201029336711458","Visa","Be twice as safe while transacting online with your Visa Debit Card. Here<U+2019>s how:
vi.sa/VBV","2015-11-18T09:01:33+0000","video","http://vi.sa/VBV","201029336711458_576238252523896",38,1,2
"43","201029336711458","Visa","Warm yourself over a cup of coffee at Starbucks 
and just wave to pay with Visa payWave. Axis Bank , HDFC Bank , ICICI Bank , State Bank of India 
http://vi.sa/pay_Wave","2015-11-13T07:30:03+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/574784532669268/?type=3","201029336711458_574784532669268",101,2,6
"44","201029336711458","Visa","Mr. Twice As Safe is now confident with Visa Debit.  See how:
vi.sa/VBV","2015-11-11T08:14:59+0000","video","http://vi.sa/VBV","201029336711458_574256726055382",46,0,0
"45","201029336711458","Visa","Pamper yourself with a new wardrobe. Shop on the Myntra  mobile app and get 30% off* on your Visa Platinum, Signature or Infinite Card. http://vi.sa/Myntra
Axis Bank ICICI Bank State Bank of India HDFC Bank","2015-11-06T07:13:02+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/572681996212855/?type=3","201029336711458_572681996212855",114,3,2
"46","201029336711458","Visa","Time to upgrade your eyewear? Get multiple offers* on Lenskart using your Visa Debit or Credit Card. http://vi.sa/Lenskart
ICICI Bank State Bank of India HDFC Bank Axis Bank","2015-10-30T11:19:15+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/570711919743196/?type=3","201029336711458_570711919743196",96,0,4
"47","201029336711458","Visa","How does trying something new for the first time feel? Find out for yourself. #PayWithConfidence","2015-10-29T13:39:16+0000","video","https://www.youtube.com/watch?v=kRQP88DfM9A&feature=youtu.be","201029336711458_570471089767279",34,0,0
"48","201029336711458","Visa","Enjoy romantic locales and special discounts* in the city of love, Paris, only on your Visa Card. vi.sa/Paris
State Bank of India ICICI Bank Axis Bank HDFC Bank","2015-10-28T09:00:38+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/570103986470656/?type=3","201029336711458_570103986470656",148,1,24
"49","201029336711458","Visa","Pamper yourself with a new wardrobe. Shop on the Myntra mobile app and get 30% off* on your Visa Platinum, Signature or Infinite Card. http://vi.sa/Myntra
Axis Bank HDFC Bank State Bank of India ICICI Bank","2015-10-26T07:14:45+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/569489409865447/?type=3","201029336711458_569489409865447",66,1,2
"50","201029336711458","Visa","Just wave to pay at Starbucks, Big Bazaar & Fabindia only with Visa payWave. ICICI Bank State Bank of India Axis Bank HDFC Bank
http://vi.sa/pay_Wave","2015-10-21T12:06:29+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/568182236662831/?type=3","201029336711458_568182236662831",89,4,6
"51","201029336711458","Visa","With your Visa Debit Card you can #PayWithConfidence and try something new. Learn how:","2015-10-16T09:51:21+0000","video","https://www.facebook.com/VisaIND/videos/566770913470630/","201029336711458_566770913470630",69,4,10
"52","201029336711458","Visa","Review your statement each month to ensure all the charges are yours. Immediately inform your bank about any suspicious charges. #ProtectedEverywhere http://vi.sa/PWC","2015-10-08T05:21:18+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/564069637074091/?type=3","201029336711458_564069637074091",59,1,1
"53","201029336711458","Visa",NA,"2015-10-06T09:18:28+0000","photo","https://www.facebook.com/VisaIND/photos/a.201029560044769.1073741827.201029336711458/563554587125596/?type=3","201029336711458_563554677125587",126,1,2
"54","201029336711458","Visa","Don<U+2019>t buy from sites that don<U+2019>t seem genuine. Buy from merchants who are established and who also have proper contact information such as customer service numbers, e-mails and physical addresses. #ProtectedEverywhere http://vi.sa/PWC","2015-09-30T06:30:00+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/563284010485987/?type=3","201029336711458_563284117152643",56,0,6
"55","201029336711458","Visa",NA,"2015-09-29T10:31:14+0000","photo","https://www.facebook.com/VisaIND/photos/a.201029560044769.1073741827.201029336711458/561661210648267/?type=3","201029336711458_561661377314917",133,4,1
"56","201029336711458","Visa","Use a combination of letters, numbers and symbols to create a strong password that is difficult to guess. #ProtectedEverywhere http://vi.sa/PWC","2015-09-25T07:00:00+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/561285447352510/?type=3","201029336711458_561285564019165",75,1,6
"57","201029336711458","Visa","Book movie tickets online with your Visa Debit card and stay #ProtectedEverywhere. Know how:","2015-09-24T13:13:32+0000","video","https://www.facebook.com/VisaIND/videos/560227157458339/","201029336711458_560227157458339",15047,116,948
"58","201029336711458","Visa","Dig into your popcorn tub at the latest blockbuster.
Buy movie tickets with @BookMyShow mobile app using your Visa Debit Card and get up to 50% off*. http://vi.sa/BMS_
ICICI Bank HDFC Bank  Axis Bank State Bank of India","2015-09-23T08:17:16+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/559876680826720/?type=3","201029336711458_559876680826720",79188,107,126
"59","201029336711458","Visa","Book movie tickets online with your Visa Debit Card and stay #ProtectedEverywhere. Know how: 
HDFC Bank ICICI Bank Axis Bank State Bank of India","2015-09-18T07:27:07+0000","video","https://www.youtube.com/watch?v=065eSJ0nmAs","201029336711458_558113314336390",48,1,1
"60","201029336711458","Visa","Download the Visa Explore app to stay up-to-date with the latest Visa offers and promotions overseas or nearby. http://vi.sa/VisaEXP","2015-09-16T05:43:43+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/557467527734302/?type=3","201029336711458_557467527734302",104,1,6
"61","201029336711458","Visa","Buy movie tickets with BookMyShow mobile app using your Visa Debit Card and get up to 50% off*. http://vi.sa/BMS_
Axis Bank HDFC Bank State Bank of India ICICI Bank","2015-09-09T08:30:35+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/554077818073273/?type=3","201029336711458_554077818073273",62295,101,116
"62","201029336711458","Visa","Get exclusive offers* at the Atlantis only with your Visa Card. Be everywhere you want to be. http://vi.sa/atlantis","2015-09-04T05:35:22+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/552264398254615/?type=3","201029336711458_552264398254615",96,1,4
"63","201029336711458","Visa","Safety will never be Mr. Twice As Safe<U+2019>s concern. #ProtectedEverywhere","2015-09-02T09:48:06+0000","video","https://www.youtube.com/watch?v=6Ujm9qbJH3o","201029336711458_551506171663771",48,1,4
"64","201029336711458","Visa","Which movie are you watching this weekend?
Buy movie tickets from BookMyShow mobile app using your Visa Debit Card and get up to 50% off* http://vi.sa/BMS","2015-08-28T13:28:56+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/549641211850267/?type=3","201029336711458_549641211850267",61778,96,99
"65","201029336711458","Visa","Last day to enjoy the shower of offers. Pay with your Visa Debit card on the Flipkart mobile app to get an additional 5% discount* on any purchase of Rs. 5,000 or more.
http://vi.sa/Flipkart5","2015-08-26T07:56:10+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/548751781939210/?type=3","201029336711458_548751781939210",70974,134,96
"66","201029336711458","Visa","Experience Dubai. Enjoy 20% off* at Hatta Desert Safari with Cockpit Travels. Know more: http://vi.sa/offer","2015-08-24T08:44:44+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/548054108675644/?type=3","201029336711458_548054108675644",169,1,7
"67","201029336711458","Visa","Convenience has rewards as well. Spend Rs. 5,000 or more on Flipkart and get an additional 5% discount* only with your Visa Debit cards. http://vi.sa/Flipkart","2015-08-17T06:26:39+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/545564788924576/?type=3","201029336711458_545564788924576",36527,58,63
"68","201029336711458","Visa","Shopping made easier. Pay with Visa payWave at your nearest Big Bazaar outlet vi.sa/payWave","2015-08-12T12:11:36+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/543734642440924/?type=3","201029336711458_543734642440924",180,0,4
"69","201029336711458","Visa","Traveling alone or accompanied by family or friends, Bali always welcomes you with warm smiles. Enjoy special offers at Hard Rock Hotel only with your Visa Card. Know more: http://vi.sa/Bali","2015-08-07T07:20:50+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/541667272647661/?type=3","201029336711458_541667272647661",190,2,4
"70","201029336711458","Visa","Taking chances is not a smart move for Mr. Twice-As-Safe. That<U+2019>s why he trusts only Visa Debit Card. #ProtectedEverywhere
HDFC Bank ICICI Bank State Bank of India Axis Bank","2015-07-21T10:56:18+0000","video","https://www.youtube.com/watch?v=6Ujm9qbJH3o","201029336711458_534911906656531",137,2,8
"71","201029336711458","Visa","Make a chic choice with Fabindia and Visa payWave, the easy way  of making payments.
vi.sa/payWave
State Bank of India ICICI Bank HDFC Bank Axis Bank","2015-07-15T09:35:22+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/532830256864696/?type=3","201029336711458_532830256864696",41154,161,110
"72","201029336711458","Visa","Make the winning move with your Visa Debit Card. Here<U+2019>s how: ICICI Bank State Bank of India Axis Bank HDFC Bank","2015-07-13T09:04:35+0000","video","https://youtu.be/065eSJ0nmAs","201029336711458_532207066927015",138,0,6
"73","201029336711458","Visa","Just with Visa. Enjoy exclusive offers* on hotel, spa, dining, shopping and entertainment in Bali.
http://vi.sa/Bali","2015-07-10T08:53:54+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/531233053691083/?type=3","201029336711458_531233053691083",401,6,20
"74","201029336711458","Visa","Every girl<U+2019>s new best friend. Pick Visa payWave, the easy way of making payments. Fabindia 
bitly.com/Visa_payWave
 ICICI Bank State Bank of India Axis Bank HDFC Bank","2015-07-08T12:00:17+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/530604730420582/?type=3","201029336711458_530604730420582",96379,260,383
"75","201029336711458","Visa","Surprises is just love coated with confidence of Visa Debit Card. View it to believe it. #ProtectedEverywhere","2015-07-06T09:55:07+0000","video","https://youtu.be/vub7BWp95jw","201029336711458_529606773853711",128,1,2
"76","201029336711458","Visa","Great movies. Great offers. Buy movie tickets at BookMyShow mobile app using your Visa Debit Card and get up to 50% off*.
http://bit.ly/BMS_Visa
 ICICI Bank Axis Bank State Bank of India HDFC Bank","2015-06-25T11:38:21+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/524473167700405/?type=3","201029336711458_524473167700405",255,4,6
"77","201029336711458","Visa","Think freely over a cup of coffee and pay easily with Visa payWave. The new way of making payments. Starbucks India bitly.com/Visa_payWave","2015-06-23T11:18:33+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/523675291113526/?type=3","201029336711458_523675291113526",100870,839,564
"78","201029336711458","Visa","Love Paris? Use your Visa card and make the most of it on shopping offers
http://visa.co.in/personal/offers/paris.shtml","2015-06-16T08:53:13+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/520856504728738/?type=3","201029336711458_520856504728738",470,13,16
"79","201029336711458","Visa","Grab your morning coffee with Visa payWave, the easy way of making payments. http://bitly.com/Visa_payWave Starbucks India","2015-06-15T10:28:21+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/520497054764683/?type=3","201029336711458_520497054764683",327,8,11
"80","201029336711458","Visa","When traveling abroad, get amazing dining offers on your Visa Card. Download the Visa Explore app now.
http://visa.co.in/personal/mobileapp/app.shtml","2015-06-09T13:13:40+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/518603458287376/?type=3","201029336711458_518603458287376",345,6,18
"81","201029336711458","Visa","Make the most of your family time. Use your Visa Debit Card @BookMyShow mobile app and get up to 50% off*. http://tinyurl.com/VisaBMS-Offer Axis Bank HDFC Bank ICICI Bank State Bank of India BookMyShow","2015-06-05T12:18:22+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/517230895091299/?type=3","201029336711458_517230895091299",349,3,11
"82","201029336711458","Visa","Don<U+2019>t let your hesitation come in the way of surprising your loved one. Purchase a gift online with Visa Debit Card and stay #ProtectedEverywhere","2015-06-02T10:16:59+0000","video","https://youtu.be/vub7BWp95jw","201029336711458_516255865188802",130,1,2
"83","201029336711458","Visa","Grab a tuk-tuk and your Visa for great local bargains. Find out more at http://vi.sa/tgs","2015-05-31T04:00:01+0000","video","https://www.facebook.com/VisaIND/videos/514772042003851/","201029336711458_514772042003851",63338,341,1482
"84","201029336711458","Visa","Shop like a local and pay like a local with Visa, accepted by millions of merchants around the world. #notatourist","2015-05-30T04:00:01+0000","video","https://www.facebook.com/VisaIND/videos/514770888670633/","201029336711458_514770888670633",54752,269,1242
"85","201029336711458","Visa","Experience a whole new world of transactions with Visa payWave. Just wave to pay. #tapandgo #sbiintouch       
http://bitly.com/Visa_payWave","2015-05-28T11:27:25+0000","photo","https://www.facebook.com/VisaIND/photos/a.210915585722833.1073741828.201029336711458/514343702046685/?type=3","201029336711458_514343702046685",286,4,18
