,from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count
23,1.68313E+14,American Express,"Congratulations to our three winners who shared their #MemberMoments with us! Parth, Neelam & Sharath, please message us on this page to know more about your prizes. For everyone else who missed out, we will be back for you to share your #MemberMoments with us. #TIP Here<U+2019>s an opportunity to create another #MemberMoment: Gift a Amex Supplementary Card to your loved one & get a BookMyShow couple movie voucher worth <U+20B9>600! Offer valid till end of September, 2016. T&Cs apply: bit.ly/SupplementaryCardOffer",2016-09-08T11:45:06+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1252801361405933/,168312979854782_1252801361405933,44,7,3
24,1.68313E+14,American Express,"This festive season, enjoy a perfect holiday with your loved ones by using your American Express Card to book tickets from Etihad Airways",2016-09-08T10:07:43+0000,link,http://bit.ly/2c0kZzP,168312979854782_1252742438078492,34,1,1
25,1.68313E+14,American Express,"For the project of planning your pit-stops better between the the triad of Mumbai, Bangalore and Delhi, here's a go-to guide which suggests some fantastic shopping & eatery joints.And while shopping, make sure you get rewarded with the American Express Open Doors Weekend program from 9th-11th, Sept. Read on",2016-09-06T10:07:36+0000,link,http://www.theluxecafe.com/stories/quirky-indulgences-for-quick-stopovers/,168312979854782_1250831221602947,18,4,1
26,1.68313E+14,American Express,Weekend views.,2016-09-04T04:51:27+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1248899208462815/?type=3,168312979854782_1248899208462815,55,3,1
27,1.68313E+14,American Express,"American Express is delighted to bring to you the <U+2018>Open Doors Weekends<U+2019>, where thousands of new merchant partners have opened their doors to you. Continue to collect rewarding experiences wherever you go. Because, for us, you come first.The third Open Doors Weekend is on till tomorrow, the 4th of Sept, 2016.",2016-09-03T07:52:00+0000,link,http://bit.ly/2bRKPsd,168312979854782_1248145971871472,183,14,10
28,1.68313E+14,American Express,"Bharatharam Thothadri, Chief Credit Officer, American Express and MD - RIM Centre of Excellence, India, American Express speaking about Big Data and the rise of Fintech at Grace Hopper Conference in New Delhi.",2016-09-02T06:36:40+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1247188691967200/,168312979854782_1247188691967200,154,11,11
29,1.68313E+14,American Express,"Grace Hopper Conference celebrating Women in Technology presented by Anita Borg Institute with American Express as the founding partner.The panel discussion on Digital Revolution - how end consumers are embracing technology. Panelists include Sanjay Rishi, Regional President, American Express, Deep Kalra, Founder  and Group CEO Makemytrip, Harmeen Mehta, Global CIO & Director Engineering, Bharti Airtel Ltd., Shikha Rai, VP Canon India.",2016-09-02T04:47:30+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1247141551971914/,168312979854782_1247141551971914,102,1,24
30,1.68313E+14,American Express,"Women transforming technology. Stay tuned as we bring to you live coverage from the Grace Hopper Celebration confererence presented by Anita Borg Institute in New Delhi. Join the conversation on Twitter by following the hashtag #GHC1DelhiNCR",2016-09-02T03:52:16+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.622844964401579.1073741831.168312979854782/1247101545309248/?type=3,168312979854782_1247101655309237,49,3,2
31,1.68313E+14,American Express,"We are pleased to announce the launch of <U+2018>Fuel Cash Back<U+2019> programme that brings you great savings, every time you use your American Express Card at participating fuel stations. Because for us, you come first.",2016-09-01T12:43:06+0000,link,http://amex.co/2c003tW,168312979854782_1246507078702028,158,17,15
32,1.68313E+14,American Express,"Shopping in Delhi this weekend? Here's a comprehensive shopping map chalked by the Sherpas for you to explore.Don't forget to keep your American Express Card handy!",2016-09-01T05:10:22+0000,link,http://guides.seeksherpa.com/delhi-2/shopping-in-delhi/,168312979854782_1246198155399587,256,10,30
33,1.68313E+14,American Express,"American Express Cards are warmly accepted at <U+2018>Quick Service Restaurants<U+2019> across India. So, whether it<U+2019>s a quick bite or coffee on-the-go, enjoy the ease of using your Card at our merchant partners such as KFC, McDonalds, Starbucks and many more!",2016-08-30T04:35:55+0000,link,http://amex.co/2bZr7ri,168312979854782_1243392679013468,259,15,8
34,1.68313E+14,American Express,"American Express is delighted to bring to you the <U+2018>Open Doors Weekends<U+2019>, where thousands of new merchant partners have opened their doors to you. Continue to collect rewarding experiences wherever you go. Because, for us, you come first. The second Open Doors Weekend starts from today till the 28th of August, 2016. Learn more: http://bit.ly/2bRKPsd",2016-08-26T10:14:02+0000,link,http://giphy.com/gifs/l3vR3rPMxlY5GeYoM,168312979854782_1240788962607173,79,1,1
35,1.68313E+14,American Express,"Whether you want to travel, escape the rat race or gain a new perspective on life, a break can be transformative <U+2013> here<U+2019>s how to make it count, even long after it<U+2019>s over",2016-08-23T06:14:52+0000,link,https://www.amexessentials.com/tips-for-gap-year-career-break,168312979854782_1238042139548522,21,8,2
36,1.68313E+14,American Express,"American Express is delighted to bring to you the <U+2018>Open Doors Weekends<U+2019>, where thousands of new merchant partners have opened their doors to you. Continue to collect rewarding experiences wherever you go. Because, for us, you come first. The first Open Doors Weekend is between 19th & 21st August, 2016.",2016-08-20T06:44:46+0000,link,https://www.americanexpressindia.co.in/opendoors,168312979854782_1235238799828856,143,12,12
37,1.68313E+14,American Express,Preparing for the next journey,2016-08-18T11:30:31+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1233703129982423/?type=3,168312979854782_1233703129982423,204,11,10
38,1.68313E+14,American Express,NA,2016-08-16T04:02:09+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.373677479318330.94718.168312979854782/1168536516499085/?type=3,168312979854782_1231012353584834,68,4,3
39,1.68313E+14,American Express,"Hear our employees sharing their experiences from today's tree plantation activity at the Chakkarpur Bandh,  Gurgaon. #GreenGurgaon",2016-08-10T11:32:08+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1224671234218946/,168312979854782_1224671234218946,54,5,6
40,1.68313E+14,American Express,The tree plantation drive is part of American Express India #GreenGurgaon project in collaboration with our NGO partner I Am Gurgaon. The project aims at rejuvenating and reviving the Chakkarpur Bundh as a pedestrian friendly public space in Gurgaon.,2016-08-10T08:03:00+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.1224492860903450.1073741841.168312979854782/1224492920903444/?type=3,168312979854782_1224841110868625,349,13,24
41,1.68313E+14,American Express,Tree plantation drive begins at Chakkarpur Bandh. This iniitiative is part of a broader #GreenGurgaon project to rejuvenate the Bundh back to its natural green glory,2016-08-10T07:35:04+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1224464844239585/,168312979854782_1224464844239585,191,34,48
42,1.68313E+14,American Express,We are live from Chakkarpur Bandh in Gurgaon at the tree plantation drive as part of #GreenGurgaon project in collaboration with our NGO partner I Am Gurgaon. The project aims at rejuvenating and reviving the Bundh as a pedestrian friendly public space.,2016-08-10T07:28:51+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1224448364241233/,168312979854782_1224448364241233,159,10,17
43,1.68313E+14,American Express,We are excited to announce our #GreenGurgaon project in partnership with I Am Gurgaon which will help reclaim and rejuvenate Chakkarpur Bandh in Gurgaon as a pedestrian friendly public space. As part of the project we will be conducting a tree plantation drive today at the Bundh. You can catch this event live here on Facebook at 1:00 PM IST. Stay tuned.,2016-08-10T06:54:05+0000,status,NA,168312979854782_1224426777576725,65,3,2
44,1.68313E+14,American Express,"Dress up for a power week ahead with custom clothing from CREYATE Retail. Enjoy 20 Bonus Points for every Rs.100 spent using American Express Cards. Offer valid on select Cards only. T&Cs apply.Know more here: http://bit.ly/2aFo0DM",2016-08-08T09:02:50+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1222888224397247/?type=3,168312979854782_1222888224397247,28,8,0
45,1.68313E+14,American Express,"Planning a year (or more) of travelling and working abroad? Try these urban hubs and idyllic hideaways around the world, where you can earn more than just bragging rights.",2016-08-04T12:51:57+0000,link,https://www.amexessentials.com/digital-nomad-hotspots,168312979854782_1219945018024901,10,5,2
46,1.68313E+14,American Express,"We love hearing about our Card Member's memorable, exciting and special moments. Tell us how an American Express benefit, service or rewards has  helped make your moments memorable, and we may feature your story. What's more, three lucky winners will get Taj Hotels vouchers, each worth 10,000 INR! Please post your responses in the comments<U+2019> section of this post and use #tag #MemberMoments. You can support your story with a picture as well! Read the full T&Cs here: http://bit.ly/MemberMomentsTCs",2016-08-03T08:20:49+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1219109364775133/?type=3,168312979854782_1219109364775133,98,57,12
47,1.68313E+14,American Express,A budget holiday in Maldives on your mind? Enjoy 15% discount at 18 properties across 9 unique islands with your American Express Card!,2016-08-01T11:46:12+0000,link,http://traveler.mv/amex/,168312979854782_1217157478303655,22,4,1
48,1.68313E+14,American Express,"Tee time! Get 2 complimentary golf lessons per month from professionals with your American Express Platinum Card! You can choose to play at 20 courses across Delhi, Mumbai, Bengaluru, Chennai and other major cities.Know more: http://amex.co/1ZzHU4L",2016-07-28T12:49:52+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1214396401913096/?type=3,168312979854782_1214396401913096,29,5,2
49,1.68313E+14,American Express,"In a city like Dubai where extreme lavishness forms the order of the day, locating the cream of the luxurious crop can be a fairly arduous task. Luckily, there<U+2019>s this carefully curated selection of gems from The Luxe Caf<U+00E9> to help you find your way.",2016-07-26T13:18:55+0000,link,http://www.theluxecafe.com/stories/dubai-delux/,168312979854782_1212990915386978,27,8,7
50,1.68313E+14,American Express,"Savor the finest with curated three-course meals at select restaurants in your city, at an exclusive price of <U+20B9>999 (plus taxes), with your Amex Card!",2016-07-24T06:27:00+0000,link,http://amex.co/2a99C8b,168312979854782_1211426785543391,1,0,0
51,1.68313E+14,American Express,Check out a world of special benefits on your American Express Card with Connect!,2016-07-21T09:09:11+0000,link,https://network.americanexpress.com/in/en/connect/default.aspx,168312979854782_1209522419067161,43,4,4
52,1.68313E+14,American Express,Getting a lick of Summer.,2016-07-19T12:59:41+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1208324169186986/?type=3,168312979854782_1208324169186986,56,7,0
53,1.68313E+14,American Express,"Enjoy 5 % Cash back on paying your utility bills through American Express EPAY. Max cash back Rs.500 per Card. Offer valid till 31st Aug<U+2019>16. Enroll now. T&C applyKnow more: http://amex.co/29D4MhW",2016-07-13T09:30:00+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1204056246280445/?type=3,168312979854782_1204056246280445,469,33,12
54,1.68313E+14,American Express,"Now get an extra 5% off on your favourite brands with every purchase on your American Express card. Offer valid till 31st July, don't miss it! T&Cs apply.Shop here: http://www.genesisluxury.com/store-locator",2016-07-12T07:34:16+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1203331496352920/?type=3,168312979854782_1203331496352920,21,5,2
55,1.68313E+14,American Express,Get over those #MondayBlues. Earn 10 Bonus MR Points per Rs.100 spent at The Biere Club with your American Express card. Know more: http://bit.ly/2a1EvcC. T&Cs apply.,2016-07-11T12:06:32+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1202787946407275/?type=3,168312979854782_1202787946407275,13,1,2
56,1.68313E+14,American Express,American Express has been voted the 2nd best workplace in India<U+2019>s Best Companies to Work For in 2016 - making this the 10th consecutive year that we have been listed among India's Top 10 workplaces by the Great Place To Work Institute.,2016-07-05T08:30:00+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1198975846788485/?type=3,168312979854782_1198975846788485,148,14,117
57,1.68313E+14,American Express,"#ICYMI Plan your holiday and save up to Rs.2,000 on bookings made at Cleartrip. This is an exclusive benefit that comes to you as an American Express Cardmember. Offer expires midnight today! #TakeOffWithAmex",2016-07-05T05:00:00+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1197247073628029/?type=3,168312979854782_1197247073628029,66,1,0
58,1.68313E+14,American Express,Check out a world of special benefits on your American Express Card with Connect!,2016-07-04T01:13:53+0000,link,https://network.americanexpress.com/in/en/connect/default.aspx,168312979854782_1196114577074612,71,6,3
59,1.68313E+14,American Express,"From mountain biking to rock climbing and white water rafting, #AmexEssentials have scouted out the world<U+2019>s best destinations for taking your hobby to the next level.",2016-06-29T13:12:45+0000,link,http://bit.ly/1OnujHL,168312979854782_1195513367134733,34,4,2
60,1.68313E+14,American Express,"#ICYMI Plan your holiday and save up to Rs.2,000 on bookings made at Cleartrip. This is an exclusive benefit that comes to you as an American Express Cardmember. Offer expires midnight today! #TakeOffWithAmex",2016-06-28T05:00:16+0000,link,http://bit.ly/1ThB2Fr,168312979854782_1194686093884127,8,2,1
61,1.68313E+14,American Express,"So many wonderful holiday destinations, so little time<U+2026> to get up to 40% off hotels worldwide. Just make sure you book by 30th June 2016! Terms apply. http://bit.ly/1LLUN9V",2016-06-27T09:47:45+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1194164893936247/,168312979854782_1194164893936247,8,3,0
62,1.68313E+14,American Express,Plan your weekend,2016-06-24T10:45:44+0000,link,https://www.tripoto.com/trip/10-fine-dining-restaurants-in-delhi-where-you-can-have-an-exceptional-meal-under-rs-1000-5721f79819657,168312979854782_1192308260788577,61,4,3
63,1.68313E+14,American Express,Rujuta Diwekar offers a personal insider's guide to the history and principles of yoga #YogaDay,2016-06-21T04:56:40+0000,link,http://www.amexessentials.com/beginners-guide-to-yoga/,168312979854782_1190247850994618,33,1,6
64,1.68313E+14,American Express,"Surf all day? Have someone do the cooking? Visit all the sites? Whatever your priorities, travel on your own terms with up to 40% off hotels worldwide with Amex Travel. Offer ends 30 June. Terms apply. Book: http://bit.ly/1Lae98O",2016-06-20T06:31:45+0000,video,https://www.facebook.com/AmericanExpressIndia/videos/1189638051055598/,168312979854782_1189638051055598,9,0,0
65,1.68313E+14,American Express,Wishing superdads everywhere a Happy Father<U+2019>s Day!,2016-06-19T02:40:04+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1188904854462251/?type=3,168312979854782_1188904854462251,102,2,9
66,1.68313E+14,American Express,Treat yourself with this decadent interpretation of our Platinum Card by commissioned illustrator Clay Hickson.,2016-06-17T06:30:00+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1187833757902694/?type=3,168312979854782_1190309257655144,15,0,3
67,1.68313E+14,American Express,Renowned food and wellness expert Rujuta Diwekar gives us the lowdown on what makes Mumbai<U+2019>s cuisine scene one of the most fascinating in the world,2016-06-15T08:44:26+0000,link,http://www.amexessentials.com/mumbai-guide-rujuta-diwekar,168312979854782_1186488591370544,12,3,0
68,1.68313E+14,American Express,Travel with Anjaly Thomas,2016-06-13T10:00:44+0000,link,http://www.theluxecafe.com/stories/offbeat-travel-hotspots-for-the-explorer-in-you/,168312979854782_1185246944828042,20,5,0
69,1.68313E+14,American Express,What do you think makes the perfect hotel? Check out the #AmexEssentials wishlist for hoteliers around the world,2016-06-09T09:20:59+0000,link,http://bit.ly/23Hno3q,168312979854782_1182609418425128,9,2,0
70,1.68313E+14,American Express,"#ICYMI Plan your holiday and save up to Rs.2,000 on bookings made at Cleartrip. This is an exclusive benefit that comes to you as an American Express Cardmember. Offer expires midnight today! #TakeOffWithAmex",2016-06-07T07:06:38+0000,link,http://bit.ly/1ThB2Fr,168312979854782_1181054641913939,4,3,1
71,1.68313E+14,American Express,Before you make dining plans for the week,2016-06-06T05:25:59+0000,link,https://www.tripoto.com/trip/10-fine-dining-restaurants-in-delhi-where-you-can-have-an-exceptional-meal-under-rs-1000-5721f79819657,168312979854782_1180335678652502,61,2,11
72,1.68313E+14,American Express,"Get movie vouchers for two worth <U+20B9>700 when you shop and dine with Membership Rewards Points at select partners such as Croma, Bose, Shoppers Stop, MakeMyTrip, Flipkart, Bercos and many more",2016-06-01T10:57:56+0000,link,http://amex.co/1XLQnmS,168312979854782_1177242968961773,16,7,0
73,1.68313E+14,American Express,"""If you<U+2019>re looking for some holiday summer romance, whatever your reason is, the Andaman's seem like a perfect place to take off to.""",2016-05-31T11:46:00+0000,link,http://blog.seeksherpa.com/takeoff-andaman-nicobar-10-offbeat-things-you-have-to-do/,168312979854782_1176655872353816,16,0,1
74,1.68313E+14,American Express,Planning a trip to Paris?,2016-05-30T11:18:21+0000,link,http://www.theluxecafe.com/travel/travel-spotlight/international/lost-and-regained-in-the-latin-quarter/,168312979854782_1176048142414589,23,2,1
75,1.68313E+14,American Express,"Japan<U+2019>s different, in a really good way.",2016-05-29T13:48:58+0000,link,http://bit.ly/LiveTheWorld,168312979854782_1175518709134199,9,0,0
76,1.68313E+14,American Express,Get great value for your Membership Rewards Points when you use them to book your international stays on the American Express Travel website,2016-05-27T14:01:53+0000,link,https://travel.americanexpress.co.in/travel/arc.cfm?tab=h+&extlink=19435866841102-mjsale&cid=19435866841102-mjsale,168312979854782_1174321849253885,161,1,2
77,1.68313E+14,American Express,"#WINNERWe have a winner for our #TakeOffWithAmex Summer Travel contest from earlier this month. Congratulations Chandni Narula, you have won yourself a complimentary night stay at the Taj! Please reach out to us via direct message here to know more details about the prize. For the rest, thanks for participating and sharing your amazing travel pictures. If you're still planning your next trip, we have a collection of exciting offers which you can check here: http://bit.ly/AmexOffersNow""Those who don't jump will never know the pleasure of flying!"" - Chandni Narula",2016-05-26T12:11:04+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1173512492668154/?type=3,168312979854782_1173512492668154,18,3,2
78,1.68313E+14,American Express,Check for discounts exclusive to American Express Cardmembers!,2016-05-25T12:46:23+0000,link,https://www.tripoto.com/trip/best-fine-dining-restaurants-57162234bb0e7,168312979854782_1172909759395094,7,0,0
79,1.68313E+14,American Express,"#ICYMI Plan your holiday and save up to Rs.2,000 on bookings made at Cleartrip. This is an exclusive benefit that comes to you as an American Express Cardmember. Offer expires midnight today! #TakeOffWithAmex",2016-05-24T04:57:17+0000,link,http://bit.ly/1ThB2Fr,168312979854782_1172108326141904,40,0,1
80,1.68313E+14,American Express,"As Game of Thrones gets underway, we talk to the swordsmiths, jewellers and costume makers who bring the Seven Kingdoms to life. #AmexEssentials",2016-05-23T05:01:36+0000,link,http://bit.ly/1SUD9Er,168312979854782_1171509076201829,12,0,1
81,1.68313E+14,American Express,Start planning now #AmexEssentials,2016-05-20T10:46:04+0000,link,http://bit.ly/24mCSfr,168312979854782_1169817939704276,11,1,0
82,1.68313E+14,American Express,Book a minimum of two nights and get an extra night stay at Preferred Hotels & Resorts with your American Express Card! #TakeOffWithAmex,2016-05-18T11:41:45+0000,link,http://bit.ly/PreferredHotels,168312979854782_1168623123157091,8,1,0
83,1.68313E+14,American Express,"Plan your holiday, save up to Rs.2,000 on bookings made on Cleartrip, an exclusive benefit that comes to you as an American Express Cardmember. Offer expires midnight today! #TakeOffWithAmex",2016-05-17T09:10:01+0000,link,http://bit.ly/1ThB2Fr,168312979854782_1167984603220943,10,3,1
84,1.68313E+14,American Express,"Shop with your American Express Card for the latest electronic products, and enjoy exciting savings at Snapdeal! Offer valid till 17th May 2016",2016-05-16T12:44:34+0000,link,http://bit.ly/1VYorwK,168312979854782_1167437253275678,129,3,3
85,1.68313E+14,American Express,Looking to get fitter and feel healthier? Indian wellness guru Rujuta Diwekar has the answers. #AmexEssentials,2016-05-16T09:59:55+0000,link,http://bit.ly/1NFjmGJ,168312979854782_1167362759949794,6,0,0
86,1.68313E+14,American Express,"Here<U+2019>s the next piece in our Card Art series, an interpretation of our Gold Card by commissioned artist Grownup",2016-05-13T13:38:47+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1165421926810544/?type=3,168312979854782_1165421926810544,26,3,6
87,1.68313E+14,American Express,Treat yourself with your Amex Card,2016-05-10T10:35:04+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1163631373656266/?type=3,168312979854782_1163631373656266,27,2,6
88,1.68313E+14,American Express,"Summer Travel is just around the corner! Have memories to share from last year? Show us in the comments below your most amazing travel photo with an accompanying caption mentioning where the photo was taken. One lucky winner will stand a chance to win a night<U+2019>s stay at the Taj and get his/her photo featured on our page! Check full terms of the contest here: http://bit.ly/276Ac7S Kickstart your travel plans for this Summer with our amazing offers: http://offers.americanexpressindia.co.in/",2016-05-09T06:35:35+0000,photo,https://www.facebook.com/AmericanExpressIndia/photos/a.168847633134650.39956.168312979854782/1162998490386221/?type=3,168312979854782_1162998490386221,8285,184,186
89,1.68313E+14,American Express,What did you get for your mom today?,2016-05-08T05:40:41+0000,link,http://www.amexessentials.com/gift-ideas-for-mothers-day/,168312979854782_1162325540453516,26,1,1
90,1.68313E+14,American Express,"Shop at Amazon India between 3rd & 9th May, 2016 with your American Express Card and get a flat cashback of <U+20B9>300. Register now to avail the offer.",2016-05-05T04:27:20+0000,link,http://amex.co/24imBeP,168312979854782_1159365380749532,145,8,4
91,1.68313E+14,American Express,Inspirational Indian wellness and nutrition guru Rujuta Diwekar offers a personal insider's guide to the history and principles of yoga,2016-05-03T10:45:47+0000,link,http://www.amexessentials.com/beginners-guide-to-yoga,168312979854782_1159356037417133,32,4,4
92,1.68313E+14,American Express,"Savor the finest with curated three-course meals at select restaurants in your city, at an exclusive price of <U+20B9>999 (plus taxes), with your Amex Card!",2016-04-30T10:47:51+0000,link,http://offers.americanexpressindia.co.in/Cta/FineDine.html,168312979854782_1157452734274130,9,2,3
